entity,relation,best-entity-query,best-concept-query,query
concept:biotechcompany:arcelor_mittal,concept:proxyof,Arcelor Mittal,lakshmi niwas mittal,Arcelor Mittal lakshmi niwas mittal
concept:biotechcompany:indevus_pharmaceuticals_inc,generalizations,INDEVUS PHARMACEUTICALS INC,,INDEVUS PHARMACEUTICALS INC 
concept:biotechcompany:csk_auto_corp,generalizations,CSK AUTO CORP,,CSK AUTO CORP 
concept:biotechcompany:csk_auto_corp,generalizations,CSK AUTO CORP,,CSK AUTO CORP 
concept:biotechcompany:rxi_pharmaceuticals,generalizations,RXi Pharmaceuticals,,RXi Pharmaceuticals 
concept:biotechcompany:champion_enterprises_inc,generalizations,CHAMPION ENTERPRISES INC,,CHAMPION ENTERPRISES INC 
concept:port:mrc,concept:organizationleadbyperson,MRC,Brent Bozell,MRC Brent Bozell
concept:biotechcompany:cabo_drilling_corp,generalizations,Cabo Drilling Corp,,Cabo Drilling Corp 
concept:biotechcompany:caremark_rx_inc,generalizations,CAREMARK RX INC,,CAREMARK RX INC 
concept:company:xstrata_plc,generalizations,xstrata plc,,xstrata plc 
concept:biotechcompany:novartis_pharma,generalizations,novartis_pharma,,novartis_pharma 
concept:biotechcompany:bioscrip_inc,generalizations,bioscrip inc,,bioscrip inc 
concept:retailstore:shopper_s_stop,generalizations,Shopper’s Stop,,Shopper’s Stop 
concept:retailstore:shopper_s_stop,generalizations,Shopper’s Stop,,Shopper’s Stop 
concept:biotechcompany:dexter_corp,generalizations,DEXTER CORP,,DEXTER CORP 
concept:biotechcompany:miva_inc,generalizations,MIVA Inc,,MIVA Inc 
concept:biotechcompany:computer_programs___systems_inc,generalizations,Computer Programs & Systems Inc,,Computer Programs & Systems Inc 
concept:biotechcompany:graham_corp,generalizations,graham corp,,graham corp 
concept:biotechcompany:gigamedia_ltd,generalizations,GIGAMEDIA LTD,,GIGAMEDIA LTD 
concept:biotechcompany:flea_market_store,generalizations,Flea Market Store,,Flea Market Store 
concept:biotechcompany:cessna_citation,generalizations,Cessna Citation,,Cessna Citation 
concept:biotechcompany:gemstar_tv_guide_international_inc,generalizations,Gemstar-TV Guide International Inc,,Gemstar-TV Guide International Inc 
concept:biotechcompany:avis_budget_group_inc,generalizations,avis budget group inc,,avis budget group inc 
concept:biotechcompany:cyberoptics_corp,generalizations,Cyberoptics Corp,,Cyberoptics Corp 
concept:biotechcompany:cninsure_inc,generalizations,Cninsure Inc,,Cninsure Inc 
concept:biotechcompany:biotechltd,generalizations,biotechltd,,biotechltd 
concept:biotechcompany:cobiz_financial_inc,generalizations,COBIZ FINANCIAL INC,,COBIZ FINANCIAL INC 
concept:biotechcompany:merck_serono_biopharmaceuticals,generalizations,Merck Serono Biopharmaceuticals,,Merck Serono Biopharmaceuticals 
concept:biotechcompany:first_united_corp,generalizations,First United Corp,,First United Corp 
concept:biotechcompany:united_community_banks_inc,generalizations,United Community Banks Inc,,United Community Banks Inc 
concept:biotechcompany:p_v_f_capital_corp,generalizations,P V F CAPITAL CORP,,P V F CAPITAL CORP 
concept:biotechcompany:rochester_gas_and_electric_corp,generalizations,rochester gas and electric corp,,rochester gas and electric corp 
concept:biotechcompany:penn_national_gaming_inc,generalizations,penn national gaming inc,,penn national gaming inc 
concept:biotechcompany:atlas_pipeline_partners_lp,generalizations,atlas pipeline partners lp,,atlas pipeline partners lp 
concept:biotechcompany:anchen_pharmaceuticals,generalizations,Anchen Pharmaceuticals,,Anchen Pharmaceuticals 
concept:biotechcompany:solar_energy_initiatives_inc,generalizations,Solar Energy Initiatives INC,,Solar Energy Initiatives INC 
concept:biotechcompany:cimarex_energy,generalizations,Cimarex Energy,,Cimarex Energy 
concept:biotechcompany:keycorp,generalizations,keycorp,,keycorp 
concept:professionalorganization:ceph_,generalizations,CEPH.,,CEPH. 
concept:biotechcompany:malvern_federal_bancorp_inc,generalizations,malvern federal bancorp inc,,malvern federal bancorp inc 
concept:mountain:hekla,generalizations,Hekla,,Hekla 
concept:biotechcompany:sport_haley_inc,generalizations,SPORT HALEY INC,,SPORT HALEY INC 
concept:biotechcompany:linear_technology_corp,generalizations,linear technology corp,,linear technology corp 
concept:company:bayer_healthcare_llc,generalizations,Bayer Healthcare LLC,,Bayer Healthcare LLC 
concept:biotechcompany:entergy_corp,generalizations,Entergy Corp,,Entergy Corp 
concept:biotechcompany:nuvelo_inc,generalizations,NUVELO INC,,NUVELO INC 
concept:biotechcompany:primedia_inc,generalizations,PRIMEDIA Inc,,PRIMEDIA Inc 
concept:biotechcompany:primedia_inc,generalizations,PRIMEDIA Inc,,PRIMEDIA Inc 
concept:biotechcompany:powell_industries_inc,generalizations,powell industries inc,,powell industries inc 
concept:biotechcompany:graphic_packaging_corp,generalizations,GRAPHIC PACKAGING CORP,,GRAPHIC PACKAGING CORP 
concept:biotechcompany:roca_mines_inc,generalizations,Roca Mines Inc,,Roca Mines Inc 
concept:biotechcompany:berry_petroleum_co_cl_a,generalizations,Berry Petroleum Co Cl A,,Berry Petroleum Co Cl A 
concept:biotechcompany:hawthorn_bancshares_inc,generalizations,HAWTHORN BANCSHARES INC,,HAWTHORN BANCSHARES INC 
concept:company:nortel_920_447,generalizations,Nortel 920-447,,Nortel 920-447 
concept:biotechcompany:alza,generalizations,ALZA,,ALZA 
concept:company:nortel_920_440,generalizations,Nortel 920-440,,Nortel 920-440 
concept:biotechcompany:amerigroup,generalizations,AMERIGROUP,,AMERIGROUP 
concept:biotechcompany:intercontinentalexchange_inc,generalizations,INTERCONTINENTALEXCHANGE INC,,INTERCONTINENTALEXCHANGE INC 
concept:biotechcompany:reliant_energy_inc,generalizations,reliant_energy_inc,,reliant_energy_inc 
concept:biotechcompany:northfield_laboratories,generalizations,northfield laboratories,,northfield laboratories 
concept:biotechcompany:viropharma_inc,generalizations,VIROPHARMA INC,,VIROPHARMA INC 
concept:biotechcompany:abitibibowater_inc,generalizations,AbitibiBowater INC,,AbitibiBowater INC 
concept:biotechcompany:s_y_bancorp_inc,generalizations,S Y BANCORP INC,,S Y BANCORP INC 
concept:biotechcompany:aryx_therapeutics_inc,generalizations,aryx therapeutics inc,,aryx therapeutics inc 
concept:biotechcompany:oplink_communications_inc,generalizations,oplink communications inc,,oplink communications inc 
concept:biotechcompany:medgenics_inc,generalizations,medgenics inc,,medgenics inc 
concept:biotechcompany:cardiodynamics,generalizations,cardiodynamics,,cardiodynamics 
concept:biotechcompany:westpharma,generalizations,westpharma,,westpharma 
concept:chemical:exxon_chemical,generalizations,Exxon Chemical,,Exxon Chemical 
concept:biotechcompany:bullion_monarch_mining_inc,generalizations,Bullion Monarch Mining Inc,,Bullion Monarch Mining Inc 
concept:biotechcompany:par_pharmaceutical_companies_inc,generalizations,Par Pharmaceutical Companies Inc,,Par Pharmaceutical Companies Inc 
concept:biotechcompany:genosys_biotechnologies,generalizations,Genosys Biotechnologies,,Genosys Biotechnologies 
concept:biotechcompany:integra_telecom_holdings_inc,generalizations,Integra Telecom Holdings Inc,,Integra Telecom Holdings Inc 
concept:biotechcompany:therasense,generalizations,TheraSense,,TheraSense 
concept:biotechcompany:nymex_holdings_inc,generalizations,NYMEX HOLDINGS INC,,NYMEX HOLDINGS INC 
concept:biotechcompany:international_healthcare_products_corp,generalizations,international_healthcare_products_corp,,international_healthcare_products_corp 
concept:biotechcompany:longport_inc,generalizations,Longport Inc,,Longport Inc 
concept:biotechcompany:mediatech_inc_,generalizations,Mediatech Inc.,,Mediatech Inc. 
concept:biotechcompany:transcept_pharmaceuticals,generalizations,transcept pharmaceuticals,,transcept pharmaceuticals 
concept:biotechcompany:net_1_ueps_technologies_inc,generalizations,net 1 ueps technologies inc,,net 1 ueps technologies inc 
concept:biotechcompany:regency_centers_corp,generalizations,Regency Centers Corp,,Regency Centers Corp 
concept:biotechcompany:sistersville_bancorp_inc,generalizations,SISTERSVILLE BANCORP INC,,SISTERSVILLE BANCORP INC 
concept:biotechcompany:monsanto_chemical_company,generalizations,monsanto chemical company,,monsanto chemical company 
concept:biotechcompany:alamo_group_inc_,generalizations,Alamo Group Inc.,,Alamo Group Inc. 
concept:biotechcompany:ajanta_pharmaceuticals,generalizations,Ajanta Pharmaceuticals,,Ajanta Pharmaceuticals 
concept:biotechcompany:valley_national_gases_inc,generalizations,Valley National Gases Inc,,Valley National Gases Inc 
concept:organization:jaipuria_group,generalizations,Jaipuria Group,,Jaipuria Group 
concept:biotechcompany:genemedix_plc,generalizations,genemedix plc,,genemedix plc 
concept:biotechcompany:hb_fuller,generalizations,HB Fuller,,HB Fuller 
concept:biotechcompany:open_solutions_inc,generalizations,OPEN SOLUTIONS INC,,OPEN SOLUTIONS INC 
concept:biotechcompany:panera_bread_co,generalizations,panera bread co,,panera bread co 
concept:biotechcompany:searchhelp_inc,generalizations,SEARCHHELP INC,,SEARCHHELP INC 
concept:biotechcompany:searchhelp_inc,generalizations,SEARCHHELP INC,,SEARCHHELP INC 
concept:biotechcompany:excel_technology_inc,generalizations,excel technology inc,,excel technology inc 
concept:biotechcompany:washington_reit,generalizations,WASHINGTON REIT,,WASHINGTON REIT 
concept:biotechcompany:novogen_limited,generalizations,Novogen Limited,,Novogen Limited 
concept:biotechcompany:american_natural_energy_corp,generalizations,american natural energy corp,,american natural energy corp 
concept:biotechcompany:axcan,concept:latitudelongitude,AXCAN,"29.1166700000000,-10.3666700000000","AXCAN 29.1166700000000,-10.3666700000000"
concept:biotechcompany:jrh_biosciences,generalizations,JRH Biosciences,,JRH Biosciences 
concept:biotechcompany:abcam,generalizations,abcam,,abcam 
concept:biotechcompany:mercantile_bankshares_corp,generalizations,Mercantile Bankshares Corp,,Mercantile Bankshares Corp 
concept:biotechcompany:dentsply_international_inc,generalizations,dentsply international inc,,dentsply international inc 
concept:biotechcompany:analogic,concept:agentcollaborateswithagent,analogic,Jim Green,analogic Jim Green
concept:biotechcompany:analogic,concept:agentcollaborateswithagent,analogic,Bernard Gordon,analogic Bernard Gordon
concept:biotechcompany:coulter,concept:agentcompeteswithagent,Coulter,search,Coulter search
concept:biotechcompany:telica_volcano,generalizations,Telica volcano,,Telica volcano 
concept:biotechcompany:telica_volcano,generalizations,Telica volcano,,Telica volcano 
concept:company:netsuite,concept:agentcollaborateswithagent,NetSuite,Zach Nelson,NetSuite Zach Nelson
concept:company:netsuite,concept:companyceo,NetSuite,Zach Nelson,NetSuite Zach Nelson
concept:company:netsuite,concept:competeswith,NetSuite,Google,NetSuite Google
concept:company:netsuite,concept:organizationhasagent,NetSuite,Zach Nelson,NetSuite Zach Nelson
concept:company:netsuite,concept:organizationhasperson,NetSuite,Zach Nelson,NetSuite Zach Nelson
concept:company:netsuite,concept:organizationhastopmember,NetSuite,Zach Nelson,NetSuite Zach Nelson
concept:company:netsuite,concept:organizationleadbyperson,NetSuite,Zach Nelson,NetSuite Zach Nelson
concept:company:netsuite,concept:worker,NetSuite,Zach Nelson,NetSuite Zach Nelson
concept:biotechcompany:trinity_chiesi_pharmaceuticals,generalizations,Trinity Chiesi Pharmaceuticals,,Trinity Chiesi Pharmaceuticals 
concept:biotechcompany:finlay_enterprises_inc,generalizations,FINLAY ENTERPRISES INC,,FINLAY ENTERPRISES INC 
concept:biotechcompany:sumtotal_systems_inc,generalizations,sumtotal systems inc,,sumtotal systems inc 
concept:biotechcompany:hi_tech_pharmaceuticals,generalizations,Hi Tech Pharmaceuticals,,Hi Tech Pharmaceuticals 
concept:biotechcompany:bemis_co__inc,generalizations,bemis co. inc,,bemis co. inc 
concept:biotechcompany:innogenetics,generalizations,Innogenetics,,Innogenetics 
concept:biotechcompany:first_industrial_realty_trust_inc,generalizations,First Industrial Realty Trust Inc,,First Industrial Realty Trust Inc 
concept:biotechcompany:akzo,generalizations,Akzo,,Akzo 
concept:mountain:medicine_lake_shield_volcano,generalizations,Medicine Lake shield volcano,,Medicine Lake shield volcano 
concept:biotechcompany:anika_therapeutics_inc,generalizations,Anika Therapeutics Inc,,Anika Therapeutics Inc 
concept:biotechcompany:goldcorp_inc,generalizations,Goldcorp Inc,,Goldcorp Inc 
concept:biotechcompany:sierra_wireless_inc,generalizations,SIERRA WIRELESS INC,,SIERRA WIRELESS INC 
concept:biotechcompany:united_microelectronics_corp,generalizations,united microelectronics corp,,united microelectronics corp 
concept:biotechcompany:biospecifics_technology_corp,generalizations,biospecifics_technology_corp,,biospecifics_technology_corp 
concept:biotechcompany:surrey_bancorp,generalizations,SURREY BANCORP,,SURREY BANCORP 
concept:biotechcompany:tesoro_corp,generalizations,TESORO CORP,,TESORO CORP 
concept:biotechcompany:dendreon_corp,generalizations,DENDREON CORP,,DENDREON CORP 
concept:biotechcompany:national_home_centers_inc,generalizations,NATIONAL HOME CENTERS INC,,NATIONAL HOME CENTERS INC 
concept:biotechcompany:golden_star_resources_ltd,generalizations,Golden Star Resources Ltd,,Golden Star Resources Ltd 
concept:biotechcompany:general_growth_properties_inc,generalizations,General Growth Properties Inc,,General Growth Properties Inc 
concept:biotechcompany:bofi_holding_inc,generalizations,BofI Holding Inc,,BofI Holding Inc 
concept:biotechcompany:wave_systems_corp,generalizations,Wave-Systems-Corp,,Wave-Systems-Corp 
concept:biotechcompany:ipg_photonics_corp,generalizations,IPG PHOTONICS CORP,,IPG PHOTONICS CORP 
concept:biotechcompany:united_community_financial_corp,generalizations,United Community Financial Corp,,United Community Financial Corp 
concept:biotechcompany:vocus_inc,generalizations,VOCUS INC,,VOCUS INC 
concept:biotechcompany:watson_pharmaceuticals,generalizations,Watson Pharmaceuticals,,Watson Pharmaceuticals 
concept:biotechcompany:applied_biosystems_group,generalizations,APPLIED BIOSYSTEMS GROUP,,APPLIED BIOSYSTEMS GROUP 
concept:biotechcompany:healthcare_technologies_ltd,generalizations,Healthcare Technologies Ltd,,Healthcare Technologies Ltd 
concept:biotechcompany:golfsmith_international_holdings_inc,generalizations,GOLFSMITH INTERNATIONAL HOLDINGS INC,,GOLFSMITH INTERNATIONAL HOLDINGS INC 
concept:biotechcompany:nasdaq_stock_market_inc,generalizations,Nasdaq Stock Market Inc,,Nasdaq Stock Market Inc 
concept:biotechcompany:npc_international_inc,generalizations,NPC INTERNATIONAL INC,,NPC INTERNATIONAL INC 
concept:biotechcompany:qep_co__inc,generalizations,qep co. inc,,qep co. inc 
concept:biotechcompany:clinical_data_enters_into_a,generalizations,clinical data enters into a,,clinical data enters into a 
concept:biotechcompany:inforum_solutions_inc,generalizations,Inforum Solutions Inc,,Inforum Solutions Inc 
concept:company:royce_value_trust_inc,generalizations,Royce Value Trust Inc,,Royce Value Trust Inc 
concept:biotechcompany:valeant_pharmaceuticals_international,generalizations,VALEANT PHARMACEUTICALS INTERNATIONAL,,VALEANT PHARMACEUTICALS INTERNATIONAL 
concept:biotechcompany:astra_tech,concept:agentworkedondrug,Astra Tech,prohance,Astra Tech prohance
concept:company:micron_technologies,generalizations,Micron Technologies,,Micron Technologies 
concept:biotechcompany:six_flags_entertainment_corp,generalizations,six flags entertainment corp,,six flags entertainment corp 
concept:biotechcompany:christopher___banks,generalizations,Christopher & Banks,,Christopher & Banks 
concept:biotechcompany:triad_guaranty_inc,generalizations,triad guaranty inc,,triad guaranty inc 
concept:biotechcompany:powdermed,generalizations,PowderMed,,PowderMed 
concept:biotechcompany:medis_technologies_ltd,generalizations,Medis Technologies Ltd,,Medis Technologies Ltd 
concept:biotechcompany:burlington_resources_inc,generalizations,burlington resources inc,,burlington resources inc 
concept:biotechcompany:lhc_group_inc,generalizations,LHC GROUP INC,,LHC GROUP INC 
concept:biotechcompany:transdigm_group_inc,generalizations,transdigm group inc,,transdigm group inc 
concept:geopoliticallocation:distributors,concept:agentcompeteswithagent,distributors,search,distributors search
concept:biotechcompany:cryocath,generalizations,cryocath,,cryocath 
concept:biotechcompany:bok_financial_corp,generalizations,bok financial corp,,bok financial corp 
concept:biotechcompany:calico_resources_corp,generalizations,Calico Resources Corp,,Calico Resources Corp 
concept:biotechcompany:woodward_governor_co,generalizations,WOODWARD GOVERNOR CO,,WOODWARD GOVERNOR CO 
concept:biotechcompany:healthcare_acquisition_corp,generalizations,healthcare acquisition corp,,healthcare acquisition corp 
concept:biotechcompany:prt_group_inc,generalizations,PRT GROUP INC,,PRT GROUP INC 
concept:company:repower,generalizations,Repower,,Repower 
concept:biotechcompany:altana_pharma,generalizations,altana pharma,,altana pharma 
concept:company:brother_industries,concept:synonymfor,Brother Industries,Brother International,Brother Industries Brother International
concept:company:brother_industries,generalizations,Brother Industries,,Brother Industries 
concept:biotechcompany:cascade_financial_corp,generalizations,CASCADE FINANCIAL CORP,,CASCADE FINANCIAL CORP 
concept:website:fatwallet,generalizations,fatwallet,,fatwallet 
concept:website:fatwallet,generalizations,fatwallet,,fatwallet 
concept:biotechcompany:rare_disease_therapeutics,generalizations,Rare Disease Therapeutics,,Rare Disease Therapeutics 
concept:biotechcompany:tri_city_bankshares_corp,generalizations,TRI CITY BANKSHARES CORP,,TRI CITY BANKSHARES CORP 
concept:biotechcompany:entremed_inc,generalizations,Entremed Inc,,Entremed Inc 
concept:biotechcompany:panacea_pharmaceuticals,generalizations,panacea pharmaceuticals,,panacea pharmaceuticals 
concept:biotechcompany:websense_inc,generalizations,Websense-Inc,,Websense-Inc 
concept:biotechcompany:bnccorp_inc,generalizations,Bnccorp Inc,,Bnccorp Inc 
concept:biotechcompany:bd_transduction_laboratories,generalizations,BD Transduction Laboratories,,BD Transduction Laboratories 
concept:biotechcompany:uniphyd_corp,generalizations,Uniphyd Corp,,Uniphyd Corp 
concept:biotechcompany:dako_cytomation,generalizations,Dako Cytomation,,Dako Cytomation 
concept:biotechcompany:comarco_inc,generalizations,comarco inc,,comarco inc 
concept:biotechcompany:version_microsoft,generalizations,version Microsoft,,version Microsoft 
concept:biotechcompany:globalsantafe_corp,generalizations,globalsantafe corp,,globalsantafe corp 
concept:location:beazer_homes_usa_inc_,generalizations,Beazer Homes USA Inc.,,Beazer Homes USA Inc. 
concept:biotechcompany:varian_inc,generalizations,VARIAN INC,,VARIAN INC 
concept:biotechcompany:amerityre_corp,generalizations,amerityre corp,,amerityre corp 
concept:biotechcompany:restoration_hardware_inc,generalizations,RESTORATION HARDWARE INC,,RESTORATION HARDWARE INC 
concept:biotechcompany:restoration_hardware_inc,generalizations,RESTORATION HARDWARE INC,,RESTORATION HARDWARE INC 
concept:biotechcompany:hawker_beechcraft_corporation,generalizations,Hawker Beechcraft Corporation,,Hawker Beechcraft Corporation 
concept:biotechcompany:rock_tenn_co,generalizations,rock tenn co,,rock tenn co 
concept:biotechcompany:catuity_inc,generalizations,CATUITY INC,,CATUITY INC 
concept:biotechcompany:ultra_clean_holdings_inc,generalizations,Ultra Clean Holdings Inc,,Ultra Clean Holdings Inc 
concept:biotechcompany:sirtex_medical,generalizations,SIRTeX Medical,,SIRTeX Medical 
concept:biotechcompany:universal_american_corp,generalizations,UNIVERSAL AMERICAN CORP,,UNIVERSAL AMERICAN CORP 
concept:biotechcompany:cherokee_inc,generalizations,Cherokee Inc,,Cherokee Inc 
concept:biotechcompany:smartheat_inc,generalizations,SMARTHEAT INC,,SMARTHEAT INC 
concept:biotechcompany:manhattan_assocs_inc,generalizations,MANHATTAN ASSOCS INC,,MANHATTAN ASSOCS INC 
concept:biotechcompany:rubicon_genomics,generalizations,Rubicon Genomics,,Rubicon Genomics 
concept:biotechcompany:eximas_pharmaceutical_corporation,generalizations,eximas pharmaceutical corporation,,eximas pharmaceutical corporation 
concept:biotechcompany:astra,generalizations,Astra,,Astra 
concept:biotechcompany:bmb_munai_inc,generalizations,BMB MUNAI INC,,BMB MUNAI INC 
concept:biotechcompany:esafetyworld_inc,generalizations,esafetyworld inc,,esafetyworld inc 
concept:company:reckitt___colman,generalizations,Reckitt & Colman,,Reckitt & Colman 
concept:biotechcompany:methode_electrs_inc,generalizations,METHODE ELECTRS INC,,METHODE ELECTRS INC 
concept:biotechcompany:icu_medical_inc,generalizations,icu medical inc,,icu medical inc 
concept:biotechcompany:prestwick_pharmaceuticals,generalizations,Prestwick Pharmaceuticals,,Prestwick Pharmaceuticals 
concept:biotechcompany:nuvelo,generalizations,nuvelo,,nuvelo 
concept:biotechcompany:renovis_inc,generalizations,Renovis Inc,,Renovis Inc 
concept:biotechcompany:taser_international_inc,generalizations,Taser International Inc,,Taser International Inc 
concept:company:nrg_energy,concept:agentcollaborateswithagent,NRG Energy,David Crane,NRG Energy David Crane
concept:biotechcompany:omnivision_technologies_inc,generalizations,OMNIVISION TECHNOLOGIES INC,,OMNIVISION TECHNOLOGIES INC 
concept:biotechcompany:toyobo,generalizations,Toyobo,,Toyobo 
concept:biotechcompany:s__e__massengill_company,generalizations,S. E. Massengill Company,,S. E. Massengill Company 
concept:biotechcompany:nco_group_inc,generalizations,NCO GROUP INC,,NCO GROUP INC 
concept:company:agfa,generalizations,agfa,,agfa 
concept:biotechcompany:cameron_intl_corp,generalizations,CAMERON INTL CORP,,CAMERON INTL CORP 
concept:biotechcompany:acorda_therapeutics_inc,generalizations,ACORDA THERAPEUTICS INC,,ACORDA THERAPEUTICS INC 
concept:biotechcompany:miller_brewing,concept:organizationheadquarteredincity,Miller Brewing Company,Milwaukee,Miller Brewing Company Milwaukee
concept:biotechcompany:sosei_group_corporation,generalizations,Sosei Group Corporation,,Sosei Group Corporation 
concept:biotechcompany:russell_corp,generalizations,RUSSELL CORP,,RUSSELL CORP 
concept:biotechcompany:harvard_bioscience_inc,generalizations,harvard_bioscience_inc,,harvard_bioscience_inc 
concept:biotechcompany:american_financial_group_inc,generalizations,American Financial Group Inc,,American Financial Group Inc 
concept:biotechcompany:emak_worldwide_inc,generalizations,emak worldwide inc,,emak worldwide inc 
concept:company:ciech,generalizations,Ciech,,Ciech 
concept:biotechcompany:badger_meter_inc,generalizations,BADGER METER INC,,BADGER METER INC 
concept:biotechcompany:incara_pharmaceuticals_corporation,generalizations,incara pharmaceuticals corporation,,incara pharmaceuticals corporation 
concept:biotechcompany:general_moly_inc,generalizations,General Moly Inc,,General Moly Inc 
concept:biotechcompany:alere_inc,generalizations,Alere Inc,,Alere Inc 
concept:biotechcompany:novamerican_steel_inc,generalizations,Novamerican Steel Inc,,Novamerican Steel Inc 
concept:biotechcompany:american_states_water_company,generalizations,AMERICAN STATES WATER COMPANY,,AMERICAN STATES WATER COMPANY 
concept:biotechcompany:cyberonics,generalizations,Cyberonics,,Cyberonics 
concept:company:lotus_development_corporation,concept:acquiredby,Lotus Development Corporation,IBM corporation,Lotus Development Corporation IBM corporation
concept:company:lotus_development_corporation,concept:subpartoforganization,Lotus Development Corporation,IBM corporation,Lotus Development Corporation IBM corporation
concept:company:sprint_communications_company,generalizations,Sprint Communications Company,,Sprint Communications Company 
concept:biotechcompany:united_states_cellular_corp,generalizations,UNITED STATES CELLULAR CORP,,UNITED STATES CELLULAR CORP 
concept:biotechcompany:tcf_finl_corp,generalizations,TCF FINL CORP,,TCF FINL CORP 
concept:biotechcompany:weis_markets_inc,generalizations,WEIS MARKETS INC,,WEIS MARKETS INC 
concept:biotechcompany:gps_industries_inc,generalizations,Gps Industries Inc,,Gps Industries Inc 
concept:biotechcompany:benchmark_electronics_inc,generalizations,Benchmark Electronics Inc,,Benchmark Electronics Inc 
concept:company:comptia_220_602_exam,generalizations,CompTIA 220-602 exam,,CompTIA 220-602 exam 
concept:biotechcompany:hanover_ins_group_inc,generalizations,hanover ins group inc,,hanover ins group inc 
concept:biotechcompany:ol_doinyo_lengai_volcano,generalizations,Ol Doinyo Lengai Volcano,,Ol Doinyo Lengai Volcano 
concept:biotechcompany:ol_doinyo_lengai_volcano,generalizations,Ol Doinyo Lengai Volcano,,Ol Doinyo Lengai Volcano 
concept:biotechcompany:mobil_corp,generalizations,Mobil Corp,,Mobil Corp 
concept:biotechcompany:mobil_corp,generalizations,Mobil Corp,,Mobil Corp 
concept:biotechcompany:live_nation_entertainment_in,generalizations,LIVE NATION ENTERTAINMENT IN,,LIVE NATION ENTERTAINMENT IN 
concept:biotechcompany:ab_liquidating_corp,generalizations,AB LIQUIDATING CORP,,AB LIQUIDATING CORP 
concept:biotechcompany:archon_corp,generalizations,archon corp,,archon corp 
concept:biotechcompany:proshares_ultrapro_short_russell2000,generalizations,proshares ultrapro short russell2000,,proshares ultrapro short russell2000 
concept:biotechcompany:be_aerospace_inc,generalizations,BE Aerospace Inc,,BE Aerospace Inc 
concept:biotechcompany:skechers_usa_inc_cl_a,generalizations,SKECHERS USA INC-CL A,,SKECHERS USA INC-CL A 
concept:biotechcompany:introgen_therapeutics_inc,generalizations,Introgen Therapeutics Inc,,Introgen Therapeutics Inc 
concept:biotechcompany:pfizer_pharms,generalizations,pfizer pharms,,pfizer pharms 
concept:biotechcompany:monmouth_real_estate_investment_corp,generalizations,Monmouth Real Estate Investment Corp,,Monmouth Real Estate Investment Corp 
concept:biotechcompany:genesis_bio_pharmaceuticals,generalizations,Genesis Bio-Pharmaceuticals,,Genesis Bio-Pharmaceuticals 
concept:biotechcompany:burlington_northern_sante_fe,generalizations,Burlington Northern Sante Fe,,Burlington Northern Sante Fe 
concept:biotechcompany:twisted_summer_dresser_rand_group_inc,generalizations,Twisted Summer dresser rand group inc,,Twisted Summer dresser rand group inc 
concept:biotechcompany:artesyn_technologies_inc,generalizations,ARTESYN TECHNOLOGIES INC,,ARTESYN TECHNOLOGIES INC 
concept:biotechcompany:itt_educational_services_inc,generalizations,ITT EDUCATIONAL SERVICES INC,,ITT EDUCATIONAL SERVICES INC 
concept:biotechcompany:lakes_entertainment_inc,generalizations,lakes_entertainment_inc,,lakes_entertainment_inc 
concept:biotechcompany:imclone_systems,concept:agentworkedondrug,imclone systems,a cancer drug,imclone systems a cancer drug
concept:biotechcompany:imclone_systems,concept:agentworkedondrug,imclone systems,erbitux,imclone systems erbitux
concept:biotechcompany:imclone_systems,generalizations,imclone systems,,imclone systems 
concept:biotechcompany:pac_west_telecomm_inc,generalizations,pac west telecomm inc,,pac west telecomm inc 
concept:retailstore:j_c__penny_s,generalizations,J.C. Penny’s,,J.C. Penny’s 
concept:biotechcompany:seikagaku_corporation,generalizations,Seikagaku Corporation,,Seikagaku Corporation 
concept:biotechcompany:bdsinternational,generalizations,bdsinternational,,bdsinternational 
concept:biotechcompany:piaggio_p_180_avanti,generalizations,Piaggio P.180 Avanti,,Piaggio P.180 Avanti 
concept:biotechcompany:powershares_global_agriculture_portfolio,generalizations,PowerShares Global Agriculture Portfolio,,PowerShares Global Agriculture Portfolio 
concept:retailstore:n99_cents_only_stores,generalizations,99 CENTS ONLY STORES,,99 CENTS ONLY STORES 
concept:biotechcompany:biovail_corp,generalizations,Biovail Corp,,Biovail Corp 
concept:biotechcompany:pharmacyclics,generalizations,pharmacyclics,,pharmacyclics 
concept:biotechcompany:biotime_inc,generalizations,BioTime Inc,,BioTime Inc 
concept:retailstore:dillard_s_inc,generalizations,Dillard�s,,Dillard�s 
concept:retailstore:dillard_s_inc,generalizations,Dillard�s,,Dillard�s 
concept:retailstore:dillard_s_inc,generalizations,Dillard�s,,Dillard�s 
concept:retailstore:dillard_s_inc,generalizations,Dillard�s,,Dillard�s 
concept:biotechcompany:momenta_pharmaceuticals_inc,generalizations,Momenta Pharmaceuticals Inc,,Momenta Pharmaceuticals Inc 
concept:biotechcompany:brady_corp,generalizations,Brady Corp,,Brady Corp 
concept:biotechcompany:xenometrix,generalizations,Xenometrix,,Xenometrix 
concept:biotechcompany:bell_407,generalizations,Bell 407,,Bell 407 
concept:biotechcompany:laidlaw_international_inc,generalizations,Laidlaw International Inc,,Laidlaw International Inc 
concept:biotechcompany:eastern_american,generalizations,Eastern American,,Eastern American 
concept:retailstore:hermes,concept:agentcollaborateswithagent,HeRMES,Jean-Louis Dumas,HeRMES Jean-Louis Dumas
